date,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,Final_Community_Sum
23/09/2020 14:00,0.02,0.10,0.16,0.78,0.32,0.28,0.30,0.19,0.65,1.09,0.25,0.37,0.23,0.26,0.30,0.43,0.32,0.41,0.32,0.08,6.85
23/09/2020 15:00,0.06,0.12,0.21,0.87,0.30,0.41,0.13,0.25,0.43,0.38,0.27,0.46,0.46,0.30,0.28,0.43,0.51,0.42,0.32,0.16,6.80
23/09/2020 16:00,0.03,0.20,0.94,0.17,0.33,0.68,0.40,0.13,0.85,0.34,0.30,0.68,0.38,0.23,0.23,0.43,0.34,0.23,1.62,0.64,9.15
23/09/2020 17:00,0.06,0.28,0.37,0.24,0.28,0.35,0.93,0.16,0.74,0.61,0.30,0.60,0.32,0.23,0.17,0.41,0.06,0.86,1.08,0.73,8.78
23/09/2020 18:00,0.04,2.19,0.79,2.51,0.37,0.71,0.45,0.20,0.76,2.03,1.66,1.23,0.38,0.28,1.07,0.40,0.61,0.27,1.99,1.49,19.43
23/09/2020 19:00,0.04,0.26,0.39,0.36,0.64,1.18,0.35,0.44,0.76,0.59,1.40,0.30,0.31,0.51,0.68,0.41,0.12,1.14,1.76,1.35,12.99
23/09/2020 20:00,0.06,0.56,0.60,0.51,0.32,2.07,0.35,0.45,0.83,0.64,2.38,0.27,0.29,0.82,0.99,0.41,0.10,1.24,1.24,0.23,14.36
23/09/2020 21:00,0.02,0.28,0.55,0.57,0.34,1.80,0.31,0.73,0.76,0.67,0.73,0.27,0.14,0.74,1.42,0.43,0.10,0.54,1.09,0.26,11.78
23/09/2020 22:00,0.07,0.32,0.48,0.31,0.18,0.65,0.35,0.50,0.71,0.69,0.61,0.22,0.15,0.50,0.88,0.43,0.12,0.31,0.62,0.26,8.36
23/09/2020 23:00,0.03,0.74,0.34,0.15,0.16,0.61,0.39,0.15,0.82,0.43,0.23,0.20,0.15,0.50,0.69,0.42,0.12,0.26,1.11,0.25,7.73
24/09/2020 00:00,0.05,0.18,0.33,0.14,0.15,0.36,0.31,0.13,0.51,0.47,0.22,0.11,0.15,0.27,0.20,0.41,0.08,0.30,0.73,0.24,5.33
24/09/2020 01:00,0.06,0.49,0.33,0.14,0.14,0.41,0.17,0.14,0.30,0.78,0.22,0.15,0.16,0.26,0.19,0.42,0.04,0.24,0.25,0.11,5.03
24/09/2020 02:00,0.03,0.09,0.32,0.24,0.13,0.20,0.15,0.15,0.58,0.66,0.23,0.13,0.47,0.26,0.19,0.43,0.04,0.25,0.28,0.11,4.94
24/09/2020 03:00,0.06,0.12,0.25,0.25,0.13,0.29,0.14,0.16,0.36,0.88,0.25,0.17,0.85,0.23,0.15,0.42,0.06,0.39,0.27,0.09,5.52
24/09/2020 04:00,0.02,0.96,0.24,0.23,0.15,0.23,0.16,0.11,0.32,0.91,0.25,0.17,0.26,0.25,0.16,0.42,0.05,0.23,0.27,0.08,5.46
24/09/2020 05:00,0.06,3.15,2.03,0.23,0.15,0.19,0.19,1.83,0.37,0.76,0.28,0.18,0.38,0.24,0.19,0.42,0.04,0.25,0.28,0.14,11.37
24/09/2020 06:00,0.02,2.28,2.70,0.27,0.13,0.34,0.42,3.46,0.35,1.24,0.23,0.23,0.18,0.36,0.19,0.44,0.04,0.25,0.27,0.18,13.58
24/09/2020 07:00,0.06,0.92,0.32,0.79,0.22,0.33,1.14,3.75,0.64,4.48,0.38,0.27,0.41,0.29,0.54,0.41,0.15,0.31,0.23,0.12,15.78
24/09/2020 08:00,0.01,0.82,0.23,1.66,0.13,0.36,1.33,0.36,0.74,1.59,0.40,0.26,0.43,0.54,1.08,0.42,0.52,0.41,1.24,0.32,12.84
24/09/2020 09:00,0.04,1.49,0.32,1.49,0.35,0.18,0.10,0.43,0.53,1.02,0.28,0.61,0.35,0.28,0.20,0.43,0.04,0.50,0.83,0.12,9.61
24/09/2020 10:00,0.02,0.16,0.39,0.38,0.76,0.39,0.10,1.09,1.00,0.97,0.21,0.71,0.26,0.22,0.19,0.42,0.07,0.49,0.41,0.13,8.37
24/09/2020 11:00,0.03,0.09,0.40,0.30,0.17,0.35,0.10,0.40,1.47,0.61,0.19,0.71,1.81,0.25,0.19,0.42,0.20,0.55,2.01,0.21,10.46
24/09/2020 12:00,0.06,0.11,0.67,0.38,0.26,0.49,0.10,0.29,1.12,0.65,0.22,0.56,0.53,0.21,0.20,0.42,0.13,0.26,0.58,0.44,7.66
24/09/2020 13:00,0.06,0.92,0.54,1.65,1.00,0.27,0.10,0.24,0.40,0.58,0.71,0.52,0.19,1.09,0.18,0.41,0.25,0.91,0.36,0.43,10.82
24/09/2020 14:00,0.07,0.73,1.13,0.73,0.82,0.62,0.09,1.07,0.98,0.53,1.67,0.38,0.19,1.36,0.30,0.43,0.15,0.37,0.31,0.15,12.08
24/09/2020 15:00,0.03,0.35,0.33,0.39,0.21,0.25,0.07,0.40,1.35,0.79,1.98,0.34,0.34,1.19,0.43,0.43,0.15,0.40,0.40,0.73,10.57
24/09/2020 16:00,0.07,1.58,0.23,0.32,0.30,0.32,0.60,0.30,1.18,0.65,3.12,0.55,0.22,0.35,2.77,0.42,0.34,0.91,0.83,0.25,15.31
24/09/2020 17:00,0.03,0.46,0.33,0.39,0.25,0.29,0.77,1.29,0.79,0.69,0.81,1.25,0.14,0.27,1.57,0.40,0.07,1.80,0.78,0.99,13.37
24/09/2020 18:00,0.05,0.21,0.34,0.34,0.33,2.07,0.57,0.24,0.55,0.80,1.93,0.31,0.16,0.33,0.57,0.41,0.05,1.38,1.68,1.02,13.35
24/09/2020 19:00,0.01,0.13,0.26,1.06,0.24,2.97,0.44,0.60,0.60,1.22,0.46,0.94,0.26,0.23,0.61,0.41,0.07,1.08,0.87,0.49,12.94
24/09/2020 20:00,0.05,0.44,0.17,0.62,0.24,2.62,0.44,0.93,0.86,1.30,1.96,1.04,0.23,0.48,0.68,0.42,0.09,1.18,0.47,0.33,14.58
24/09/2020 21:00,0.02,0.25,0.28,0.37,0.27,1.87,2.44,0.71,0.94,1.45,1.56,0.31,0.31,0.48,0.65,0.42,0.11,0.65,1.29,0.35,14.73
24/09/2020 22:00,0.05,0.24,0.42,0.34,0.23,0.66,0.91,0.95,0.62,1.35,2.20,0.18,0.17,0.47,0.47,0.43,0.11,0.54,0.49,0.22,11.06
24/09/2020 23:00,0.02,0.71,0.41,0.34,0.15,0.75,0.56,0.28,1.23,0.68,0.33,0.19,0.12,0.78,0.34,0.42,0.12,0.39,1.19,0.59,9.62
25/09/2020 00:00,0.05,0.46,0.12,0.28,0.16,0.43,0.59,0.24,1.22,0.70,0.21,0.19,0.19,0.91,0.23,0.41,0.06,0.32,0.86,0.41,8.04
25/09/2020 01:00,0.02,0.15,0.17,0.23,0.13,0.26,0.23,0.29,0.36,0.76,0.18,0.20,0.15,0.35,0.17,0.42,0.04,0.27,1.21,0.08,5.67
25/09/2020 02:00,0.05,0.08,0.27,0.24,0.13,0.34,0.35,0.16,0.32,0.75,0.18,0.13,0.20,0.23,0.17,0.42,0.04,0.26,0.31,0.06,4.66
25/09/2020 03:00,0.03,0.11,0.29,0.50,0.14,0.19,0.23,0.25,0.37,0.75,0.30,0.10,0.17,0.25,0.17,0.11,0.04,0.24,0.27,0.11,4.62
25/09/2020 04:00,0.04,0.94,0.22,0.78,0.14,0.29,0.27,0.25,0.36,0.82,0.23,0.10,0.51,0.22,0.18,0.08,0.06,0.34,0.30,0.10,6.25
25/09/2020 05:00,0.03,2.85,1.75,0.23,0.13,0.26,0.23,2.15,0.37,0.83,0.22,0.18,0.53,0.25,0.19,0.09,0.05,0.27,0.31,0.08,11.02
25/09/2020 06:00,0.04,2.13,3.08,0.35,0.13,0.36,0.31,3.11,0.37,1.10,0.38,0.31,0.55,0.32,0.17,0.14,0.05,0.23,0.23,0.16,13.54
25/09/2020 07:00,0.03,0.51,0.18,3.02,0.23,0.21,0.19,3.18,0.55,5.70,0.36,0.33,0.81,0.60,0.46,0.23,0.46,0.31,0.42,0.18,17.94
25/09/2020 08:00,0.02,0.21,0.25,1.37,0.24,0.35,0.39,0.49,0.55,1.33,0.50,0.21,0.70,0.55,1.61,0.12,0.12,0.32,0.60,0.29,10.21
25/09/2020 09:00,0.03,0.13,0.20,0.58,0.20,0.25,0.06,0.16,0.72,1.16,0.26,0.50,0.50,0.38,1.21,0.09,0.16,0.91,0.64,0.07,8.22
25/09/2020 10:00,0.05,0.10,0.21,0.39,0.17,0.36,0.12,0.14,0.47,0.37,0.32,0.38,0.40,0.30,0.71,0.09,0.19,1.21,0.31,0.11,6.42
25/09/2020 11:00,0.06,0.07,0.14,0.41,0.24,0.27,0.06,0.14,1.23,0.35,0.17,0.37,0.16,1.41,0.17,0.09,1.29,1.36,0.33,0.36,8.68
25/09/2020 12:00,0.04,0.10,0.15,0.40,0.23,0.33,0.09,0.72,0.79,0.40,0.17,0.27,0.25,0.29,0.17,0.09,1.66,1.36,0.33,0.37,8.22
25/09/2020 13:00,0.07,0.07,0.31,0.67,0.32,0.53,0.25,0.60,0.37,0.70,0.25,0.26,0.26,0.29,0.17,0.10,0.38,0.38,0.94,0.30,7.21
25/09/2020 14:00,0.03,0.17,0.11,0.61,0.62,0.56,1.69,0.35,0.30,0.47,0.46,0.53,0.17,2.23,0.28,0.09,0.42,0.40,0.37,0.21,10.06
25/09/2020 15:00,0.06,0.50,0.43,3.13,0.75,1.27,0.98,0.20,0.87,0.64,1.12,1.09,0.22,0.97,1.88,0.08,0.12,0.23,0.50,0.26,15.30
25/09/2020 16:00,0.03,0.20,0.13,1.48,0.24,0.29,0.24,1.23,0.50,0.78,1.00,0.59,0.22,0.59,0.75,0.09,0.05,0.94,0.33,0.33,10.03
25/09/2020 17:00,0.06,0.10,0.29,1.65,0.46,0.43,0.53,0.67,0.89,1.02,1.68,1.21,0.09,0.22,0.30,0.08,0.08,0.43,0.38,1.10,11.69
25/09/2020 18:00,0.00,0.07,2.21,0.33,0.38,0.94,0.18,0.98,0.70,0.35,1.92,1.86,1.03,0.22,0.47,0.22,0.05,0.33,1.70,1.24,15.20
25/09/2020 19:00,0.05,0.94,1.77,0.75,0.23,0.74,0.48,0.86,0.83,0.74,0.75,0.29,0.20,0.96,0.99,0.41,0.12,0.26,0.76,0.52,12.62
25/09/2020 20:00,0.02,1.35,0.68,0.55,0.27,1.74,0.36,0.53,0.84,0.57,0.36,0.34,0.28,0.47,0.76,0.42,0.12,0.46,0.47,0.34,10.92
25/09/2020 21:00,0.05,0.59,0.67,0.64,0.30,1.01,0.59,0.63,0.81,0.32,0.31,0.21,0.23,0.53,0.63,0.41,0.19,1.04,0.49,0.40,10.08
25/09/2020 22:00,0.02,0.26,0.75,0.37,0.35,0.70,0.63,0.62,0.86,0.28,0.58,0.17,0.35,0.44,0.58,0.42,0.25,1.57,0.45,0.42,10.07
25/09/2020 23:00,0.06,0.18,0.42,0.26,0.20,0.50,0.80,0.38,0.80,0.21,3.41,0.24,0.13,0.47,0.33,0.42,0.12,0.57,0.22,0.33,10.04
26/09/2020 00:00,0.02,0.10,0.32,0.35,0.13,2.29,0.35,0.39,0.71,0.24,0.32,0.23,0.11,0.25,0.21,0.41,0.11,0.29,0.19,0.32,7.34
26/09/2020 01:00,0.05,0.13,0.32,0.23,0.14,1.30,0.26,0.53,0.35,0.19,0.24,0.23,0.10,0.24,0.19,0.43,0.05,0.26,1.03,0.29,6.57
26/09/2020 02:00,0.03,0.10,0.15,0.22,0.13,0.30,0.26,0.32,0.43,0.18,0.20,0.16,0.21,0.24,0.17,0.43,0.05,0.27,0.73,0.22,4.79
26/09/2020 03:00,0.04,0.12,0.17,0.26,0.16,0.29,0.26,0.32,0.39,0.13,0.23,0.15,0.54,0.22,0.18,0.41,0.04,0.25,0.14,0.17,4.47
26/09/2020 04:00,0.04,0.96,0.14,0.25,0.13,0.23,0.25,0.26,0.32,0.23,0.20,0.15,0.70,0.24,0.19,0.42,0.04,0.25,0.14,0.18,5.33
26/09/2020 05:00,0.03,2.97,1.88,0.25,0.13,0.28,0.31,1.82,0.36,0.33,0.22,0.20,0.46,0.22,0.28,0.43,0.04,0.27,0.23,0.22,10.93
26/09/2020 06:00,0.04,2.14,2.00,1.48,0.11,0.28,0.21,3.63,0.46,0.44,0.31,0.21,0.21,0.33,0.28,0.44,0.43,0.40,0.29,0.24,13.93
26/09/2020 07:00,0.02,0.20,0.18,0.39,0.22,0.19,0.23,3.51,0.63,1.41,0.27,0.29,0.21,0.67,0.29,0.42,0.18,0.29,0.23,0.23,10.07
26/09/2020 08:00,0.04,1.45,0.73,0.30,0.15,0.42,0.27,0.54,0.39,1.12,0.39,0.28,0.43,1.22,0.21,0.40,0.12,0.22,0.33,0.34,9.35
26/09/2020 09:00,0.03,0.45,0.16,0.82,0.25,1.03,0.23,0.14,0.64,0.56,0.35,0.39,0.48,0.33,2.06,0.41,0.20,0.34,1.06,1.28,11.21
26/09/2020 10:00,0.06,0.61,0.34,0.25,0.19,0.25,0.06,0.41,0.45,0.14,1.19,0.64,0.27,0.24,0.48,0.43,0.60,0.22,0.42,0.23,7.49
26/09/2020 11:00,0.03,0.14,0.17,3.18,0.31,0.32,0.81,0.78,0.87,0.82,2.83,0.47,0.16,0.22,0.87,0.42,1.61,1.10,0.28,0.11,15.51
26/09/2020 12:00,0.06,0.10,0.51,0.59,0.91,0.54,0.69,0.80,0.49,0.63,0.71,0.65,0.34,0.28,0.17,0.43,0.11,0.70,0.28,0.12,9.12
26/09/2020 13:00,0.04,0.07,0.59,2.18,0.52,0.23,1.08,0.41,1.21,0.29,0.25,0.28,0.17,0.21,0.18,0.42,0.06,1.17,0.70,0.11,10.17
26/09/2020 14:00,0.06,0.10,0.67,3.18,1.28,0.34,0.12,0.92,0.69,0.17,0.16,0.20,0.36,0.24,0.28,0.42,0.31,0.86,0.46,0.17,11.02
26/09/2020 15:00,0.03,0.07,0.70,2.13,0.15,0.93,1.19,0.55,0.54,1.26,0.19,0.18,0.39,1.34,0.34,0.42,0.06,0.88,0.32,0.53,12.21
26/09/2020 16:00,0.06,0.08,0.57,1.10,0.18,0.67,0.79,0.34,0.50,1.07,0.24,0.28,0.40,1.30,0.21,0.41,1.11,2.54,1.90,0.29,14.04
26/09/2020 17:00,0.03,0.09,0.91,1.53,0.34,0.71,0.88,0.15,0.61,0.53,0.51,0.36,0.51,1.60,0.27,0.41,1.50,1.52,1.15,0.24,13.86
26/09/2020 18:00,0.05,0.07,0.35,0.74,1.08,1.84,0.82,0.61,0.86,2.12,1.74,0.85,0.47,0.87,0.18,0.42,0.55,1.07,0.93,0.81,16.43
26/09/2020 19:00,0.03,0.12,0.17,1.36,0.23,1.26,0.55,0.29,0.71,0.59,1.12,1.32,0.30,0.30,0.27,0.41,0.21,0.53,0.90,0.51,11.17
26/09/2020 20:00,0.03,0.38,0.15,0.98,0.39,1.53,0.60,0.26,1.73,0.59,1.47,0.37,0.47,0.44,0.69,0.41,0.61,0.53,0.37,0.79,12.78
26/09/2020 21:00,0.05,0.33,0.47,0.83,0.51,0.94,0.58,0.33,0.90,0.62,0.83,0.20,0.43,0.48,0.79,0.42,0.99,0.47,0.36,0.77,11.30
26/09/2020 22:00,0.02,0.59,1.13,0.37,0.33,0.70,0.68,0.22,0.80,0.59,0.97,0.17,0.26,0.48,0.78,0.43,0.22,0.46,0.39,0.28,9.89
26/09/2020 23:00,0.06,0.41,1.26,0.34,0.31,0.55,1.06,0.25,0.82,0.62,2.17,0.18,0.15,0.56,0.76,0.42,0.11,0.38,0.34,0.20,10.95
27/09/2020 00:00,0.02,0.53,0.39,0.25,0.13,0.59,1.02,0.15,0.49,0.73,0.92,0.18,0.15,0.24,0.61,0.43,0.12,0.39,0.20,0.14,7.68
27/09/2020 01:00,0.06,0.14,0.25,0.21,0.16,0.39,0.64,0.19,0.29,0.68,0.37,0.16,0.15,0.25,0.33,0.44,0.04,0.32,0.15,0.10,5.34
27/09/2020 02:00,0.02,0.14,0.34,0.16,0.13,0.23,0.39,0.25,0.39,0.68,0.27,0.12,0.15,0.22,0.23,0.43,0.04,0.30,0.16,0.07,4.72
27/09/2020 03:00,0.05,0.13,0.21,0.16,0.13,0.36,0.29,0.22,0.31,0.75,0.29,0.13,0.53,0.25,0.15,0.42,0.06,0.31,0.21,0.10,5.05
27/09/2020 04:00,0.02,1.01,0.23,0.18,0.13,0.19,0.26,0.21,0.32,0.78,0.28,0.19,0.28,0.22,0.18,0.41,0.05,0.32,0.14,0.12,5.53
27/09/2020 05:00,0.05,2.95,1.85,0.24,0.15,0.33,0.33,1.99,0.49,0.70,0.31,0.20,0.98,0.25,0.15,0.41,0.04,0.30,0.22,0.10,12.03
27/09/2020 06:00,0.02,2.35,3.01,0.29,0.13,0.25,0.31,3.44,0.47,0.71,0.24,0.17,0.22,0.34,0.19,0.43,0.04,0.30,0.23,0.22,13.36
27/09/2020 07:00,0.05,0.16,0.28,0.41,0.20,0.06,0.76,3.30,0.34,1.12,0.24,0.20,0.26,0.31,0.17,0.43,0.04,0.39,0.27,0.22,9.21
27/09/2020 08:00,0.01,0.12,0.48,0.36,0.14,0.32,1.01,0.47,0.51,1.59,0.38,0.18,0.52,0.21,0.43,0.43,0.75,0.29,0.35,1.55,10.10
27/09/2020 09:00,0.04,0.83,0.38,1.27,0.91,0.29,0.53,0.20,0.61,1.32,0.22,1.09,0.46,0.31,3.04,0.42,0.24,0.42,0.79,0.82,14.20
27/09/2020 10:00,0.00,0.70,0.27,2.69,0.21,0.54,1.06,0.36,0.59,3.39,0.96,0.57,0.46,1.61,1.46,0.41,0.04,0.58,0.76,0.47,17.13
27/09/2020 11:00,0.04,0.78,0.25,4.74,0.22,0.35,0.24,0.78,0.95,1.05,4.03,0.54,0.57,1.12,0.82,0.41,0.04,2.01,0.35,0.14,19.44
27/09/2020 12:00,0.03,0.22,0.61,1.18,0.16,1.90,0.37,0.65,1.19,0.58,0.67,0.28,0.32,0.79,1.58,0.41,0.05,0.79,0.42,0.10,12.31
27/09/2020 13:00,0.05,0.61,0.77,0.53,1.26,0.34,0.39,0.28,1.02,0.74,1.77,0.25,0.20,0.90,1.40,0.42,0.04,1.19,0.46,0.64,13.26
27/09/2020 14:00,0.05,1.32,1.59,0.46,0.59,1.58,0.34,0.32,0.60,0.69,0.90,0.24,0.25,1.56,2.22,0.41,0.13,0.34,0.89,0.32,14.78
27/09/2020 15:00,0.03,0.83,0.96,0.44,0.24,0.33,0.55,0.21,0.58,0.81,0.33,0.31,0.31,2.36,1.41,0.42,0.05,0.50,0.83,2.16,13.67
27/09/2020 16:00,0.21,0.22,0.33,2.11,0.23,0.84,1.24,0.29,0.68,0.76,2.10,1.54,0.22,0.23,0.44,0.41,0.69,0.98,0.74,1.46,15.73
27/09/2020 17:00,0.05,0.73,0.41,0.88,0.36,1.91,0.31,1.27,0.57,1.77,3.16,1.02,0.16,0.26,0.23,0.41,0.43,1.19,0.46,0.14,15.72
27/09/2020 18:00,0.18,0.52,0.18,0.49,0.74,3.31,0.71,0.96,0.85,1.29,1.85,0.80,0.20,0.21,0.39,0.40,0.04,2.25,1.02,0.12,16.49
27/09/2020 19:00,0.50,0.25,0.20,1.11,0.26,3.02,1.38,0.75,0.86,0.98,1.34,0.72,0.28,0.23,0.46,0.40,0.05,0.84,0.28,0.14,14.07
27/09/2020 20:00,0.30,0.23,0.10,0.49,0.44,3.62,0.74,0.41,0.90,1.20,1.15,0.30,0.36,0.24,0.49,0.16,0.04,0.40,0.32,1.51,13.40
27/09/2020 21:00,0.06,0.25,0.16,0.40,0.31,0.69,0.64,0.57,1.06,0.98,1.32,0.28,0.23,0.26,0.45,0.09,0.20,0.40,0.50,0.14,8.99
27/09/2020 22:00,0.03,0.69,0.56,1.10,0.27,2.69,0.61,0.53,0.84,0.32,1.00,0.24,0.26,0.65,0.39,0.09,0.22,0.66,0.43,0.11,11.69
27/09/2020 23:00,0.06,0.18,0.73,0.37,0.16,1.60,0.43,0.34,1.60,0.28,0.35,0.21,0.12,0.54,0.20,0.10,0.11,0.36,0.26,0.20,8.17
28/09/2020 00:00,0.03,0.08,0.25,0.27,0.14,0.40,0.50,0.25,0.52,0.35,0.35,0.16,0.11,0.99,0.17,0.09,0.05,0.29,0.18,0.20,5.41
28/09/2020 01:00,0.05,0.09,0.23,0.27,0.14,0.28,0.32,0.21,0.37,0.30,0.27,0.13,0.11,0.77,0.20,0.09,0.04,0.31,0.22,0.13,4.52
28/09/2020 02:00,0.04,0.10,0.17,0.21,0.13,0.32,0.56,0.39,0.39,0.25,0.23,0.14,0.20,0.23,0.17,0.08,0.05,0.25,0.34,0.11,4.36
28/09/2020 03:00,0.05,0.07,0.15,0.16,0.17,0.34,0.25,0.25,0.37,0.25,0.23,0.15,0.15,0.24,0.19,0.07,0.05,0.29,0.30,0.07,3.79
28/09/2020 04:00,0.04,0.95,0.16,0.20,0.16,0.21,0.30,0.19,0.56,0.34,0.36,0.18,0.22,0.24,0.17,0.08,0.04,0.27,0.28,0.09,5.05
28/09/2020 05:00,0.05,2.92,1.76,0.37,0.13,0.40,0.29,1.57,0.40,0.32,0.28,0.21,0.74,0.28,0.19,0.10,0.04,0.26,0.26,0.15,10.71
28/09/2020 06:00,0.04,2.18,2.40,0.37,0.13,0.17,0.32,3.39,0.32,0.59,0.22,0.21,0.92,0.31,0.20,0.14,0.04,0.29,0.28,0.17,12.69
28/09/2020 07:00,0.04,0.40,0.46,3.65,0.23,0.37,1.07,3.55,0.44,5.18,0.27,0.17,0.49,0.60,0.72,0.13,0.19,0.35,0.53,0.17,19.00
28/09/2020 08:00,0.03,0.25,0.30,1.55,0.17,0.38,0.79,0.65,0.63,1.00,0.95,0.20,0.54,1.66,1.88,0.09,0.05,0.28,0.70,0.24,12.35
28/09/2020 09:00,0.05,0.13,0.22,0.26,0.25,0.23,0.15,0.16,0.55,0.99,0.54,0.34,0.41,1.73,1.58,0.09,0.07,0.80,0.57,0.09,9.21
28/09/2020 10:00,0.20,0.13,0.19,0.21,0.17,0.49,0.09,0.38,0.66,0.67,0.38,0.56,0.51,1.27,1.08,0.09,0.25,1.00,0.37,0.13,8.84
28/09/2020 11:00,0.97,0.16,0.25,0.52,0.23,0.39,0.10,0.50,0.48,0.34,0.59,0.60,0.16,0.89,1.14,0.21,0.17,0.83,1.48,0.37,10.37
28/09/2020 12:00,1.12,0.13,0.56,1.27,0.67,0.28,0.12,0.76,2.05,0.35,0.37,0.27,0.16,0.28,1.18,0.45,0.18,0.42,0.49,0.16,11.26
28/09/2020 13:00,0.03,0.16,0.11,0.34,0.47,0.36,0.13,0.22,0.46,0.32,0.39,0.23,0.29,0.63,0.22,0.54,0.20,0.46,0.49,1.05,7.10
28/09/2020 14:00,0.19,0.13,0.21,0.49,0.35,0.37,0.21,0.34,0.45,0.31,0.45,0.23,0.28,0.69,1.12,0.47,0.23,0.77,0.59,0.12,8.00
28/09/2020 15:00,0.05,0.34,0.19,1.57,0.20,0.31,0.07,0.28,0.62,0.66,2.39,0.18,0.39,0.34,0.76,0.43,0.06,0.41,0.28,0.28,9.84
28/09/2020 16:00,1.06,0.15,0.15,3.48,0.21,0.37,1.00,0.21,0.63,0.40,1.72,0.29,0.27,0.27,0.23,0.42,0.41,0.39,0.74,1.11,13.50
28/09/2020 17:00,2.22,0.09,0.43,2.29,0.27,0.23,1.55,0.63,1.63,0.41,0.32,0.32,0.14,0.26,0.41,0.41,0.36,0.23,2.32,1.13,15.65
28/09/2020 18:00,0.67,0.59,1.17,0.41,0.39,1.31,0.31,0.84,0.55,0.32,0.65,0.94,0.26,0.93,0.54,0.40,0.10,1.69,1.33,0.54,13.94
28/09/2020 19:00,0.13,0.44,0.18,0.38,0.20,1.93,0.23,0.36,0.70,0.36,4.18,0.26,0.20,1.01,0.80,0.41,0.64,0.89,0.27,0.41,13.98
28/09/2020 20:00,0.05,0.35,0.45,1.17,0.27,1.70,0.51,0.36,0.84,0.48,0.96,0.30,0.39,0.48,0.89,0.42,0.52,0.93,0.32,0.27,11.67
28/09/2020 21:00,0.06,0.26,0.62,0.69,0.21,2.76,0.59,0.25,0.79,0.33,0.71,0.17,0.31,0.51,0.72,0.44,0.39,1.14,0.54,0.26,11.75
28/09/2020 22:00,0.04,0.38,0.66,0.40,0.27,0.62,0.32,0.27,0.77,0.22,1.87,0.15,0.13,0.51,0.52,0.43,0.59,0.47,0.41,0.23,9.25
28/09/2020 23:00,0.03,0.18,0.29,0.38,0.13,0.54,0.27,0.25,0.62,0.27,0.98,0.13,0.13,0.45,0.44,0.44,0.12,0.35,0.20,0.26,6.47
29/09/2020 00:00,0.06,0.14,0.32,0.34,0.15,0.35,0.17,0.20,0.44,0.28,0.40,0.19,0.19,0.27,0.18,0.43,0.11,0.25,0.15,0.19,4.78
29/09/2020 01:00,0.02,0.16,0.22,0.14,0.12,0.22,0.20,0.25,0.32,0.24,0.27,0.20,0.12,0.22,0.19,0.44,0.09,0.25,0.22,0.13,3.99
29/09/2020 02:00,0.06,0.12,0.32,0.14,0.13,0.29,0.15,0.26,0.42,0.25,0.26,0.18,0.12,0.25,0.16,0.43,0.04,0.25,0.34,0.12,4.30
29/09/2020 03:00,0.05,0.16,0.26,0.12,0.11,0.32,0.29,0.21,0.32,0.27,0.22,0.14,0.49,0.23,0.15,0.43,0.05,0.24,0.27,0.06,4.40
29/09/2020 04:00,0.03,0.99,0.27,0.12,0.11,0.19,0.23,0.22,0.48,0.28,0.27,0.12,0.55,0.26,0.17,0.44,0.05,0.25,0.27,0.08,5.38
29/09/2020 05:00,0.05,2.96,2.00,0.12,0.11,0.31,0.34,1.88,0.49,0.26,0.33,0.15,0.48,0.26,0.15,0.44,0.04,0.34,0.25,0.14,11.11
29/09/2020 06:00,0.02,2.19,2.33,0.18,0.12,0.28,0.28,3.67,0.65,0.60,0.22,0.26,0.26,0.32,0.16,0.44,0.04,0.24,0.29,0.17,12.74
29/09/2020 07:00,0.05,0.81,0.32,2.62,0.19,0.15,2.03,4.54,0.41,3.84,0.83,0.25,0.18,0.63,0.48,0.41,0.13,0.29,0.21,0.15,18.54
29/09/2020 08:00,0.01,0.84,0.35,1.31,0.11,0.38,0.57,0.59,0.42,0.92,0.83,0.23,1.05,1.03,1.05,0.42,0.04,0.24,0.60,0.30,11.30
29/09/2020 09:00,1.83,0.19,0.45,1.90,0.25,0.25,0.10,0.27,0.78,0.49,0.25,0.22,0.46,0.64,0.38,0.42,0.06,0.34,0.86,0.20,10.33
29/09/2020 10:00,0.09,0.08,0.84,0.27,1.01,0.41,0.08,0.14,0.66,0.38,0.23,0.27,0.48,0.26,0.23,0.43,0.09,0.50,0.34,0.26,7.05
29/09/2020 11:00,0.17,0.20,0.84,0.37,0.93,0.37,0.06,0.18,1.32,0.30,0.24,0.40,0.17,0.22,0.32,0.44,0.13,0.33,0.43,0.33,7.74
29/09/2020 12:00,0.05,0.09,0.38,0.86,0.35,0.26,0.09,0.61,1.71,0.36,0.30,0.30,0.26,1.48,0.22,0.43,0.14,1.10,0.32,0.20,9.49
29/09/2020 13:00,0.21,0.11,0.44,0.51,0.25,0.57,0.09,0.16,0.41,0.27,0.31,0.19,0.30,1.75,0.45,0.43,0.25,0.83,0.69,1.05,9.26
29/09/2020 14:00,0.03,0.07,0.39,1.46,0.25,0.40,0.11,0.14,0.60,0.38,0.27,0.20,0.26,0.94,0.30,0.42,0.21,0.23,0.35,0.72,7.75
29/09/2020 15:00,0.04,1.03,0.61,2.49,0.15,0.25,0.39,0.12,0.42,0.34,0.49,0.23,1.61,0.41,1.83,0.41,0.07,0.63,0.32,0.65,12.49
