Latitude (decimal degrees):	52.141
Longitude (decimal degrees):	-10.269
Elevation (m):	8
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20201001:0911,107.25,139.97,20.68,8.94,3.93,0.0
20201001:1011,251.18,301.07,27.44,9.28,4.07,0.0
20201001:1111,104.83,138.14,32.28,10.01,3.66,0.0
20201001:1211,32.98,53.77,34.61,10.42,3.17,0.0
20201001:1311,296.92,357.16,34.08,10.46,2.69,0.0
20201001:1411,504.71,599.56,30.77,10.23,3.1,0.0
20201001:1511,222.98,269.85,25.15,9.6,4.0,0.0
20201001:1611,182.97,225.62,17.86,9.49,4.34,0.0
20201001:1711,79.43,113.11,9.47,9.53,4.76,0.0
20201001:1811,0.0,0.0,0.0,9.38,4.76,0.0
20201001:1911,0.0,0.0,0.0,8.88,5.17,0.0
20201001:2011,0.0,0.0,0.0,8.7,5.52,0.0
20201001:2111,0.0,0.0,0.0,8.49,5.66,0.0
20201001:2211,0.0,0.0,0.0,8.44,6.69,0.0
20201001:2311,0.0,0.0,0.0,8.73,6.9,0.0
20201002:0011,0.0,0.0,0.0,8.75,6.69,0.0
20201002:0111,0.0,0.0,0.0,8.61,6.97,0.0
20201002:0211,0.0,0.0,0.0,8.68,8.07,0.0
20201002:0311,0.0,0.0,0.0,9.01,8.48,0.0
20201002:0411,0.0,0.0,0.0,9.58,8.62,0.0
20201002:0511,0.0,0.0,0.0,9.69,8.69,0.0
20201002:0611,0.0,0.0,0.0,10.06,8.28,0.0
20201002:0711,3.1,12.24,3.54,10.08,8.41,0.0
20201002:0811,85.72,117.34,12.36,10.64,8.55,0.0
20201002:0911,137.65,174.85,20.39,11.33,9.17,0.0
20201002:1011,321.61,377.83,27.11,10.68,9.31,0.0
20201002:1111,63.77,90.86,31.92,11.23,8.97,0.0
20201002:1211,230.41,278.97,34.23,11.48,9.17,0.0
20201002:1311,504.59,587.54,33.68,11.72,9.72,0.0
20201002:1411,531.01,617.55,30.38,11.98,10.0,0.0
20201002:1511,230.96,279.17,24.77,12.24,10.07,0.0
20201002:1611,243.58,294.44,17.49,11.86,10.14,0.0
20201002:1711,151.67,206.76,9.1,11.69,9.72,0.0
20201002:1811,0.0,0.0,0.0,11.13,8.9,0.0
20201002:1911,0.0,0.0,0.0,10.77,8.41,0.0
20201002:2011,0.0,0.0,0.0,10.75,7.72,0.0
20201002:2111,0.0,0.0,0.0,10.78,7.24,0.0
20201002:2211,0.0,0.0,0.0,10.68,6.69,0.0
20201002:2311,0.0,0.0,0.0,10.45,6.34,0.0
20201003:0011,0.0,0.0,0.0,10.51,5.66,0.0
20201003:0111,0.0,0.0,0.0,10.41,5.31,0.0
20201003:0211,0.0,0.0,0.0,10.14,5.38,0.0
20201003:0311,0.0,0.0,0.0,10.34,5.66,0.0
20201003:0411,0.0,0.0,0.0,10.21,5.52,0.0
20201003:0511,0.0,0.0,0.0,10.23,5.03,0.0
20201003:0611,0.0,0.0,0.0,10.08,4.34,0.0
20201003:0711,0.0,4.37,3.28,9.88,3.38,0.0
20201003:0811,201.61,256.03,12.08,10.29,3.31,0.0
20201003:0911,266.85,322.27,20.09,11.43,3.72,0.0
20201003:1011,93.17,125.16,26.79,11.16,5.24,0.0
20201003:1111,597.69,706.03,31.57,11.29,5.38,0.0
20201003:1211,439.7,520.96,33.85,12.1,5.24,0.0
20201003:1311,226.74,277.81,33.29,12.61,5.1,0.0
20201003:1411,452.88,537.02,29.98,12.66,5.24,0.0
20201003:1511,139.33,177.88,24.39,11.7,4.69,0.0
20201003:1611,17.77,34.3,17.12,11.51,4.14,0.0
20201003:1711,122.9,170.73,8.74,10.99,4.28,0.0
20201003:1811,0.0,0.0,0.0,10.31,5.52,0.0
20201003:1911,0.0,0.0,0.0,10.02,6.21,0.0
20201003:2011,0.0,0.0,0.0,10.35,6.48,0.0
20201003:2111,0.0,0.0,0.0,10.38,6.76,0.0
20201003:2211,0.0,0.0,0.0,10.16,6.76,0.0
20201003:2311,0.0,0.0,0.0,9.89,7.31,0.0
20201004:0011,0.0,0.0,0.0,9.82,8.0,0.0
20201004:0111,0.0,0.0,0.0,9.89,7.59,0.0
20201004:0211,0.0,0.0,0.0,9.72,8.14,0.0
20201004:0311,0.0,0.0,0.0,9.76,8.0,0.0
20201004:0411,0.0,0.0,0.0,9.99,8.0,0.0
20201004:0511,0.0,0.0,0.0,10.62,8.28,0.0
20201004:0611,0.0,0.0,0.0,10.74,8.9,0.0
20201004:0711,0.0,1.75,3.02,10.98,8.62,0.0
20201004:0811,103.56,138.78,11.81,11.1,9.72,0.0
20201004:0911,340.71,400.46,19.79,11.35,10.48,0.0
20201004:1011,120.89,156.26,26.46,11.4,9.86,0.0
20201004:1111,120.24,155.83,31.21,11.62,10.07,0.0
20201004:1211,157.54,197.87,33.46,11.91,11.72,0.0
20201004:1311,204.24,249.91,32.9,12.21,12.07,0.0
20201004:1411,93.1,125.16,29.59,12.28,12.83,0.0
20201004:1511,194.81,238.77,24.01,12.5,12.83,0.0
20201004:1611,77.31,106.87,16.75,12.22,12.41,0.0
20201004:1711,43.89,69.24,8.38,12.22,12.62,0.0
20201004:1811,0.0,0.0,0.0,12.14,12.07,0.0
20201004:1911,0.0,0.0,0.0,12.17,11.59,0.0
20201004:2011,0.0,0.0,0.0,12.01,11.17,0.0
20201004:2111,0.0,0.0,0.0,11.96,11.38,0.0
20201004:2211,0.0,0.0,0.0,11.87,11.72,0.0
20201004:2311,0.0,0.0,0.0,11.69,11.24,0.0
20201005:0011,0.0,0.0,0.0,11.54,10.14,0.0
20201005:0111,0.0,0.0,0.0,11.43,9.72,0.0
20201005:0211,0.0,0.0,0.0,11.41,9.45,0.0
20201005:0311,0.0,0.0,0.0,11.46,9.24,0.0
20201005:0411,0.0,0.0,0.0,11.46,8.55,0.0
20201005:0511,0.0,0.0,0.0,11.42,7.38,0.0
20201005:0611,0.0,0.0,0.0,11.38,6.28,0.0
20201005:0711,0.0,2.62,2.75,11.49,5.79,0.0
20201005:0811,54.19,80.34,11.53,11.81,5.72,0.0
20201005:0911,103.33,137.28,19.5,12.44,5.17,0.0
20201005:1011,48.49,73.24,26.13,12.47,4.69,0.0
20201005:1111,121.2,158.63,30.85,13.12,4.62,0.0
20201005:1211,333.45,399.11,33.08,12.84,5.31,0.0
20201005:1311,82.89,114.03,32.5,12.9,6.07,0.0
20201005:1411,84.34,115.89,29.2,13.29,6.34,0.0
20201005:1511,527.7,622.73,23.63,13.53,7.17,0.0
20201005:1611,105.55,140.01,16.38,13.14,8.62,0.0
20201005:1711,73.7,108.87,8.03,12.85,8.9,0.0
20201005:1811,0.0,0.0,0.0,12.4,8.14,0.0
20201005:1911,0.0,0.0,0.0,12.07,8.14,0.0
20201005:2011,0.0,0.0,0.0,12.19,8.76,0.0
20201005:2111,0.0,0.0,0.0,12.27,9.31,0.0
20201005:2211,0.0,0.0,0.0,11.85,8.69,0.0
20201005:2311,0.0,0.0,0.0,12.08,9.17,0.0
20201006:0011,0.0,0.0,0.0,12.17,9.72,0.0
20201006:0111,0.0,0.0,0.0,11.9,9.72,0.0
20201006:0211,0.0,0.0,0.0,11.86,9.79,0.0
20201006:0311,0.0,0.0,0.0,11.68,10.0,0.0
20201006:0411,0.0,0.0,0.0,11.57,10.83,0.0
20201006:0511,0.0,0.0,0.0,11.53,10.69,0.0
20201006:0611,0.0,0.0,0.0,11.64,10.62,0.0
20201006:0711,0.0,4.37,2.49,11.87,10.41,0.0
20201006:0811,46.84,71.32,11.25,12.03,10.41,0.0
20201006:0911,100.69,133.76,19.2,12.34,9.59,0.0
20201006:1011,219.52,267.1,25.81,12.77,9.79,0.0
20201006:1111,182.7,226.85,30.5,12.87,9.66,0.0
20201006:1211,353.47,418.21,32.7,12.88,9.17,0.0
20201006:1311,425.58,500.8,32.11,13.17,9.03,0.0
20201006:1411,255.04,308.13,28.81,13.36,8.76,0.0
20201006:1511,312.47,371.93,23.25,13.13,8.34,0.0
20201006:1611,97.1,130.2,16.01,12.79,7.79,0.0
20201006:1711,91.87,132.86,7.67,12.15,7.66,0.0
20201006:1811,0.0,0.0,0.0,11.78,7.03,0.0
20201006:1911,0.0,0.0,0.0,11.49,6.34,0.0
20201006:2011,0.0,0.0,0.0,11.48,6.0,0.0
20201006:2111,0.0,0.0,0.0,11.56,5.72,0.0
20201006:2211,0.0,0.0,0.0,11.27,4.55,0.0
20201006:2311,0.0,0.0,0.0,11.09,4.34,0.0
20201007:0011,0.0,0.0,0.0,10.72,3.93,0.0
20201007:0111,0.0,0.0,0.0,10.63,3.45,0.0
20201007:0211,0.0,0.0,0.0,10.58,2.55,0.0
20201007:0311,0.0,0.0,0.0,11.0,3.1,0.0
20201007:0411,0.0,0.0,0.0,10.78,3.66,0.0
20201007:0511,0.0,0.0,0.0,11.08,4.69,0.0
20201007:0611,0.0,0.0,0.0,10.97,4.48,0.0
20201007:0711,0.0,3.5,2.23,10.72,4.34,0.0
20201007:0811,95.82,130.6,10.98,11.24,4.07,0.0
20201007:0911,120.97,157.04,18.9,11.72,3.93,0.0
20201007:1011,168.43,211.5,25.48,12.36,3.72,0.0
20201007:1111,169.82,213.61,30.14,12.44,3.72,0.0
20201007:1211,184.42,230.35,32.32,12.47,3.79,0.0
20201007:1311,94.04,127.01,31.72,12.26,3.24,0.0
20201007:1411,40.15,63.04,28.42,12.06,2.76,0.0
20201007:1511,64.03,91.78,22.87,12.07,3.17,0.0
20201007:1611,27.61,47.28,15.65,11.88,3.24,0.0
20201007:1711,13.7,28.74,7.32,11.8,3.38,0.0
20201007:1811,0.0,0.0,0.0,11.81,3.1,0.0
20201007:1911,0.0,0.0,0.0,11.76,2.34,0.0
20201007:2011,0.0,0.0,0.0,11.83,2.28,0.0
20201007:2111,0.0,0.0,0.0,12.02,2.0,0.0
20201007:2211,0.0,0.0,0.0,13.01,4.0,0.0
20201007:2311,0.0,0.0,0.0,12.26,6.62,0.0
20201008:0011,0.0,0.0,0.0,11.97,6.97,0.0
20201008:0111,0.0,0.0,0.0,11.91,6.55,0.0
20201008:0211,0.0,0.0,0.0,11.28,7.03,0.0
20201008:0311,0.0,0.0,0.0,11.35,7.31,0.0
20201008:0411,0.0,0.0,0.0,11.28,7.24,0.0
20201008:0511,0.0,0.0,0.0,11.16,7.31,0.0
20201008:0611,0.0,0.0,0.0,10.95,6.97,0.0
20201008:0711,0.0,1.75,1.97,10.65,6.62,0.0
20201008:0811,206.64,262.2,10.7,10.96,6.34,0.0
20201008:0911,427.38,503.52,18.6,11.45,6.55,0.0
20201008:1011,303.55,361.43,25.15,12.15,6.62,0.0
20201008:1111,687.51,814.33,29.78,12.26,6.41,0.0
20201008:1211,580.61,687.11,31.95,12.53,6.07,0.0
20201008:1311,744.06,890.46,31.33,12.35,5.66,0.0
20201008:1411,424.82,502.8,28.04,12.31,5.24,0.0
20201008:1511,443.9,525.47,22.5,11.97,4.69,0.0
20201008:1611,150.21,190.7,15.29,11.77,4.83,0.0
20201008:1711,47.41,75.08,6.97,11.36,5.1,0.0
20201008:1811,0.0,0.0,0.0,10.73,5.1,0.0
20201008:1911,0.0,0.0,0.0,10.99,5.1,0.0
20201008:2011,0.0,0.0,0.0,11.31,5.24,0.0
20201008:2111,0.0,0.0,0.0,11.59,5.17,0.0
20201008:2211,0.0,0.0,0.0,10.85,6.69,0.0
20201008:2311,0.0,0.0,0.0,11.05,7.86,0.0
20201009:0011,0.0,0.0,0.0,10.92,8.48,0.0
20201009:0111,0.0,0.0,0.0,10.55,7.79,0.0
20201009:0211,0.0,0.0,0.0,10.68,7.45,0.0
20201009:0311,0.0,0.0,0.0,10.69,6.97,0.0
20201009:0411,0.0,0.0,0.0,10.53,7.1,0.0
20201009:0511,0.0,0.0,0.0,10.38,6.83,0.0
20201009:0611,0.0,0.0,0.0,10.44,6.48,0.0
20201009:0711,0.0,1.75,1.7,10.39,6.14,0.0
20201009:0811,51.0,76.14,10.42,10.38,6.48,0.0
20201009:0911,23.46,41.72,18.3,10.9,6.55,0.0
20201009:1011,38.24,60.26,24.83,10.65,5.79,0.0
20201009:1111,49.76,74.17,29.43,10.6,6.14,0.0
20201009:1211,342.57,404.84,31.57,11.21,6.62,0.0
20201009:1311,642.4,753.29,30.95,11.36,7.24,0.0
20201009:1411,488.98,570.56,27.65,11.29,7.45,0.0
20201009:1511,347.63,409.69,22.12,11.73,7.52,0.0
20201009:1611,163.19,204.54,14.93,11.42,7.52,0.0
20201009:1711,83.54,123.18,6.62,11.11,7.03,0.0
20201009:1811,0.0,0.0,0.0,10.17,6.76,0.0
20201009:1911,0.0,0.0,0.0,10.04,6.69,0.0
20201009:2011,0.0,0.0,0.0,9.94,6.55,0.0
20201009:2111,0.0,0.0,0.0,10.04,6.28,0.0
20201009:2211,0.0,0.0,0.0,10.32,5.59,0.0
20201009:2311,0.0,0.0,0.0,10.32,5.31,0.0
20201010:0011,0.0,0.0,0.0,10.55,5.72,0.0
20201010:0111,0.0,0.0,0.0,10.48,6.0,0.0
20201010:0211,0.0,0.0,0.0,10.53,6.21,0.0
20201010:0311,0.0,0.0,0.0,10.63,6.28,0.0
20201010:0411,0.0,0.0,0.0,10.66,6.14,0.0
20201010:0511,0.0,0.0,0.0,10.82,6.34,0.0
20201010:0611,0.0,0.0,0.0,11.09,6.55,0.0
20201010:0711,0.0,0.0,0.0,11.07,6.55,0.0
20201010:0811,45.9,70.19,10.14,11.23,6.83,0.0
20201010:0911,92.37,124.13,18.0,11.77,6.83,0.0
20201010:1011,89.04,120.74,24.5,12.28,6.9,0.0
20201010:1111,87.16,118.67,29.07,12.36,6.97,0.0
20201010:1211,217.98,266.67,31.19,12.55,7.1,0.0
20201010:1311,196.75,242.77,30.56,12.62,7.59,0.0
20201010:1411,154.08,194.52,27.27,12.4,7.79,0.0
20201010:1511,76.24,105.94,21.75,12.51,7.66,0.0
20201010:1611,68.55,96.92,14.57,12.29,7.24,0.0
20201010:1711,22.28,41.35,6.27,12.03,6.83,0.0
20201010:1811,0.0,0.0,0.0,11.5,6.62,0.0
20201010:1911,0.0,0.0,0.0,11.33,6.34,0.0
20201010:2011,0.0,0.0,0.0,11.21,5.86,0.0
20201010:2111,0.0,0.0,0.0,10.84,5.52,0.0
20201010:2211,0.0,0.0,0.0,10.8,4.76,0.0
20201010:2311,0.0,0.0,0.0,10.94,4.55,0.0
20201011:0011,0.0,0.0,0.0,11.02,4.48,0.0
20201011:0111,0.0,0.0,0.0,11.08,4.0,0.0
20201011:0211,0.0,0.0,0.0,10.91,3.24,0.0
20201011:0311,0.0,0.0,0.0,10.97,2.76,0.0
20201011:0411,0.0,0.0,0.0,10.94,2.76,0.0
20201011:0511,0.0,0.0,0.0,10.77,2.55,0.0
20201011:0611,0.0,0.0,0.0,10.72,2.07,0.0
20201011:0711,0.0,0.0,0.0,10.94,1.31,0.0
20201011:0811,191.49,249.58,9.87,11.23,0.21,0.0
20201011:0911,299.6,365.91,17.7,11.58,0.76,0.0
20201011:1011,428.17,516.56,24.17,11.68,1.52,0.0
20201011:1111,177.42,223.2,28.72,12.5,1.93,0.0
20201011:1211,0.0,0.0,0.0,12.75,2.34,0.0
20201011:1311,99.92,134.43,30.18,13.06,2.55,0.0
20201011:1411,121.65,159.52,26.89,13.29,2.76,0.0
20201011:1511,140.63,180.61,21.38,13.11,3.03,0.0
20201011:1611,47.18,71.85,14.21,12.92,3.24,0.0
20201011:1711,46.45,75.41,5.93,12.28,3.45,0.0
20201011:1811,0.0,0.0,0.0,11.92,3.45,0.0
20201011:1911,0.0,0.0,0.0,11.84,3.66,0.0
20201011:2011,0.0,0.0,0.0,12.05,3.66,0.0
20201011:2111,0.0,0.0,0.0,12.17,3.1,0.0
20201011:2211,0.0,0.0,0.0,11.97,3.72,0.0
20201011:2311,0.0,0.0,0.0,12.23,3.86,0.0
20201012:0011,0.0,0.0,0.0,12.56,4.14,0.0
20201012:0111,0.0,0.0,0.0,12.86,3.93,0.0
20201012:0211,0.0,0.0,0.0,12.95,5.03,0.0
20201012:0311,0.0,0.0,0.0,12.76,6.21,0.0
20201012:0411,0.0,0.0,0.0,12.38,6.41,0.0
20201012:0511,0.0,0.0,0.0,12.0,6.41,0.0
20201012:0611,0.0,0.0,0.0,11.89,6.48,0.0
20201012:0711,0.0,0.0,0.0,11.98,6.69,0.0
20201012:0811,70.73,101.06,9.59,12.18,7.24,0.0
20201012:0911,191.1,235.51,17.4,12.35,7.52,0.0
20201012:1011,280.66,335.57,23.84,12.7,7.72,0.0
20201012:1111,206.17,252.87,28.36,12.69,8.07,0.0
20201012:1211,567.66,664.2,30.44,12.31,8.34,0.0
20201012:1311,122.53,158.96,29.8,12.36,8.76,0.0
20201012:1411,268.24,320.43,26.51,12.07,9.17,0.0
20201012:1511,230.96,278.81,21.02,12.15,9.03,0.0
20201012:1611,153.05,193.47,13.86,11.97,9.03,0.0
20201012:1711,50.14,81.06,5.59,11.72,8.34,0.0
20201012:1811,0.0,0.0,0.0,11.01,7.93,0.0
20201012:1911,0.0,0.0,0.0,10.94,7.72,0.0
20201012:2011,0.0,0.0,0.0,11.07,7.66,0.0
20201012:2111,0.0,0.0,0.0,10.83,7.86,0.0
20201012:2211,0.0,0.0,0.0,10.28,8.69,0.0
20201012:2311,0.0,0.0,0.0,10.24,7.86,0.0
20201013:0011,0.0,0.0,0.0,10.48,7.52,0.0
20201013:0111,0.0,0.0,0.0,10.31,7.86,0.0
20201013:0211,0.0,0.0,0.0,10.39,7.66,0.0
20201013:0311,0.0,0.0,0.0,10.55,7.93,0.0
20201013:0411,0.0,0.0,0.0,10.61,8.07,0.0
20201013:0511,0.0,0.0,0.0,10.44,8.14,0.0
20201013:0611,0.0,0.0,0.0,10.36,8.07,0.0
20201013:0711,0.0,0.0,0.0,10.68,8.21,0.0
20201013:0811,73.79,104.15,9.31,10.72,8.34,0.0
20201013:0911,184.31,226.91,17.1,11.48,8.14,0.0
20201013:1011,158.22,198.77,23.52,12.24,6.9,0.0
20201013:1111,228.89,278.16,28.01,12.22,6.69,0.0
20201013:1211,425.16,500.12,30.07,12.3,7.24,0.0
20201013:1311,613.37,720.46,29.42,12.58,7.86,0.0
20201013:1411,421.22,494.54,26.14,12.33,7.52,0.0
20201013:1511,467.0,548.07,20.65,12.63,7.72,0.0
20201013:1611,162.62,205.21,13.51,12.44,6.97,0.0
20201013:1711,18.43,36.54,5.25,12.39,6.28,0.0
20201013:1811,0.0,0.0,0.0,11.88,5.72,0.0
20201013:1911,0.0,0.0,0.0,11.71,5.66,0.0
20201013:2011,0.0,0.0,0.0,11.45,6.21,0.0
20201013:2111,0.0,0.0,0.0,11.21,6.07,0.0
20201013:2211,0.0,0.0,0.0,10.5,5.86,0.0
20201013:2311,0.0,0.0,0.0,10.17,5.93,0.0
20201014:0011,0.0,0.0,0.0,9.9,5.52,0.0
20201014:0111,0.0,0.0,0.0,9.42,5.03,0.0
20201014:0211,0.0,0.0,0.0,9.28,4.9,0.0
20201014:0311,0.0,0.0,0.0,8.93,5.1,0.0
20201014:0411,0.0,0.0,0.0,8.81,5.03,0.0
20201014:0511,0.0,0.0,0.0,8.66,4.97,0.0
20201014:0611,0.0,0.0,0.0,8.53,5.03,0.0
20201014:0711,0.0,0.0,0.0,8.34,5.24,0.0
20201014:0811,110.59,147.29,9.03,8.57,5.52,0.0
20201014:0911,280.19,332.38,16.8,9.25,5.66,0.0
20201014:1011,555.37,650.46,23.19,10.2,5.24,0.0
20201014:1111,269.53,323.15,27.66,11.04,4.9,0.0
20201014:1211,226.4,276.27,29.7,11.81,4.55,0.0
20201014:1311,325.41,388.97,29.04,12.52,4.97,0.0
20201014:1411,278.45,336.36,25.77,13.17,4.62,0.0
20201014:1511,500.85,600.62,20.29,13.51,3.86,0.0
20201014:1611,275.48,339.69,13.17,13.42,3.31,0.0
20201014:1711,62.77,100.58,4.91,13.03,2.76,0.0
20201014:1811,0.0,0.0,0.0,12.03,2.69,0.0
20201014:1911,0.0,0.0,0.0,11.32,2.83,0.0
20201014:2011,0.0,0.0,0.0,10.46,3.1,0.0
20201014:2111,0.0,0.0,0.0,9.66,3.24,0.0
20201014:2211,0.0,0.0,0.0,8.83,3.31,0.0
20201014:2311,0.0,0.0,0.0,8.2,3.1,0.0
20201015:0011,0.0,0.0,0.0,7.78,2.62,0.0
20201015:0111,0.0,0.0,0.0,7.64,2.41,0.0
20201015:0211,0.0,0.0,0.0,7.06,2.41,0.0
20201015:0311,0.0,0.0,0.0,6.46,2.48,0.0
20201015:0411,0.0,0.0,0.0,5.96,2.83,0.0
20201015:0511,0.0,0.0,0.0,5.86,2.97,0.0
20201015:0611,0.0,0.0,0.0,5.5,2.76,0.0
20201015:0711,0.0,0.0,0.0,5.35,2.21,0.0
20201015:0811,175.92,223.48,8.75,5.55,2.21,0.0
20201015:0911,381.78,449.21,16.5,6.59,2.28,0.0
20201015:1011,543.14,645.94,22.86,8.38,2.0,0.0
20201015:1111,632.22,764.45,27.31,9.89,2.07,0.0
20201015:1211,725.53,892.49,29.33,11.37,2.34,0.0
20201015:1311,659.55,805.58,28.66,12.78,2.76,0.0
20201015:1411,419.7,504.21,25.4,13.28,3.03,0.0
20201015:1511,28.8,49.14,19.94,13.7,3.24,0.0
20201015:1611,39.72,62.76,12.82,13.2,3.72,0.0
20201015:1711,12.07,27.47,4.58,12.54,3.79,0.0
20201015:1811,0.0,0.0,0.0,11.74,3.59,0.0
20201015:1911,0.0,0.0,0.0,11.28,4.0,0.0
20201015:2011,0.0,0.0,0.0,11.03,4.21,0.0
20201015:2111,0.0,0.0,0.0,10.67,4.41,0.0
20201015:2211,0.0,0.0,0.0,10.2,4.21,0.0
20201015:2311,0.0,0.0,0.0,9.97,4.21,0.0
20201016:0011,0.0,0.0,0.0,9.73,4.21,0.0
20201016:0111,0.0,0.0,0.0,9.01,4.41,0.0
20201016:0211,0.0,0.0,0.0,8.4,4.41,0.0
20201016:0311,0.0,0.0,0.0,7.8,4.14,0.0
20201016:0411,0.0,0.0,0.0,7.46,3.86,0.0
20201016:0511,0.0,0.0,0.0,7.1,3.86,0.0
20201016:0611,0.0,0.0,0.0,7.05,3.93,0.0
20201016:0711,0.0,0.0,0.0,7.02,4.14,0.0
20201016:0811,156.69,201.57,8.47,7.42,4.55,0.0
20201016:0911,339.99,399.78,16.19,8.62,4.9,0.0
20201016:1011,467.61,545.96,22.54,9.76,5.17,0.0
20201016:1111,528.52,619.96,26.96,11.08,5.79,0.0
20201016:1211,643.65,759.39,28.96,12.13,6.69,0.0
20201016:1311,231.32,281.38,28.29,12.69,6.97,0.0
20201016:1411,410.96,484.86,25.03,13.05,7.03,0.0
20201016:1511,468.76,552.78,19.58,12.97,6.76,0.0
20201016:1611,277.43,338.42,12.48,12.52,5.93,0.0
20201016:1711,51.42,85.65,4.25,11.91,5.59,0.0
20201016:1811,0.0,0.0,0.0,10.79,5.79,0.0
20201016:1911,0.0,0.0,0.0,10.19,6.07,0.0
20201016:2011,0.0,0.0,0.0,9.76,6.07,0.0
20201016:2111,0.0,0.0,0.0,9.57,5.86,0.0
20201016:2211,0.0,0.0,0.0,9.44,6.0,0.0
20201016:2311,0.0,0.0,0.0,9.38,5.93,0.0
20201017:0011,0.0,0.0,0.0,8.96,5.66,0.0
20201017:0111,0.0,0.0,0.0,8.72,5.17,0.0
20201017:0211,0.0,0.0,0.0,8.61,4.9,0.0
20201017:0311,0.0,0.0,0.0,8.25,5.17,0.0
20201017:0411,0.0,0.0,0.0,8.18,5.45,0.0
20201017:0511,0.0,0.0,0.0,8.06,5.66,0.0
20201017:0611,0.0,0.0,0.0,8.18,5.72,0.0
20201017:0711,0.0,0.0,0.0,8.09,5.79,0.0
20201017:0811,121.27,160.14,8.19,8.23,6.0,0.0
20201017:0911,356.66,418.17,15.89,9.08,6.07,0.0
20201017:1011,263.3,312.8,22.21,10.14,6.9,0.0
20201017:1111,86.16,116.82,26.61,10.93,7.03,0.0
20201017:1211,325.88,385.96,28.6,12.05,7.66,0.0
20201017:1311,345.76,409.52,27.92,12.65,7.45,0.0
20201017:1411,70.22,99.2,24.66,13.02,6.97,0.0
20201017:1511,17.01,33.38,19.23,12.55,7.59,0.0
20201017:1611,16.36,32.45,12.14,12.16,6.83,0.0
20201017:1711,0.0,2.78,3.92,11.84,6.48,0.0
20201017:1811,0.0,0.0,0.0,11.42,6.41,0.0
20201017:1911,0.0,0.0,0.0,11.21,6.55,0.0
20201017:2011,0.0,0.0,0.0,10.79,6.69,0.0
20201017:2111,0.0,0.0,0.0,10.59,6.83,0.0
20201017:2211,0.0,0.0,0.0,10.17,5.59,0.0
20201017:2311,0.0,0.0,0.0,9.95,5.66,0.0
20201018:0011,0.0,0.0,0.0,9.68,6.0,0.0
20201018:0111,0.0,0.0,0.0,9.56,5.72,0.0
20201018:0211,0.0,0.0,0.0,9.63,5.72,0.0
20201018:0311,0.0,0.0,0.0,9.68,5.38,0.0
20201018:0411,0.0,0.0,0.0,9.66,5.1,0.0
20201018:0511,0.0,0.0,0.0,10.21,4.83,0.0
20201018:0611,0.0,0.0,0.0,10.65,4.97,0.0
20201018:0711,0.0,0.0,0.0,10.9,5.1,0.0
20201018:0811,6.84,18.54,7.91,11.0,4.9,0.0
20201018:0911,8.62,21.32,15.59,11.55,4.83,0.0
20201018:1011,52.36,77.88,21.89,12.31,4.21,0.0
20201018:1111,67.88,96.42,26.26,12.68,5.1,0.0
20201018:1211,56.03,82.51,28.24,13.17,5.03,0.0
20201018:1311,96.66,130.72,27.55,13.91,4.76,0.0
20201018:1411,35.34,57.48,24.3,14.13,5.24,0.0
20201018:1511,40.59,63.97,18.88,13.93,4.97,0.0
20201018:1611,24.53,43.57,11.81,13.66,5.1,0.0
20201018:1711,2.44,11.13,3.6,13.4,4.97,0.0
20201018:1811,0.0,0.0,0.0,13.41,4.69,0.0
20201018:1911,0.0,0.0,0.0,13.27,4.83,0.0
20201018:2011,0.0,0.0,0.0,13.25,5.17,0.0
20201018:2111,0.0,0.0,0.0,13.38,5.52,0.0
20201018:2211,0.0,0.0,0.0,13.18,4.62,0.0
20201018:2311,0.0,0.0,0.0,13.21,5.59,0.0
20201019:0011,0.0,0.0,0.0,13.24,6.14,0.0
20201019:0111,0.0,0.0,0.0,13.29,6.21,0.0
20201019:0211,0.0,0.0,0.0,13.35,6.28,0.0
20201019:0311,0.0,0.0,0.0,13.5,6.34,0.0
20201019:0411,0.0,0.0,0.0,13.57,6.34,0.0
20201019:0511,0.0,0.0,0.0,13.56,6.76,0.0
20201019:0611,0.0,0.0,0.0,13.48,7.1,0.0
20201019:0711,0.0,0.0,0.0,13.55,7.03,0.0
20201019:0811,5.59,16.69,7.63,13.46,6.55,0.0
20201019:0911,31.07,51.92,15.29,13.42,6.28,0.0
20201019:1011,35.52,57.48,21.57,13.31,7.17,0.0
20201019:1111,36.16,58.41,25.92,13.91,8.14,0.0
20201019:1211,83.25,114.96,27.87,14.31,8.41,0.0
20201019:1311,55.8,82.51,27.19,14.29,7.79,0.0
20201019:1411,49.7,75.1,23.94,13.98,6.21,0.0
20201019:1511,18.93,36.16,18.53,13.72,5.52,0.0
20201019:1611,11.01,25.03,11.48,13.37,5.03,0.0
20201019:1711,0.3,6.49,3.28,12.98,4.41,0.0
20201019:1811,0.0,0.0,0.0,12.82,5.24,0.0
20201019:1911,0.0,0.0,0.0,12.86,6.21,0.0
20201019:2011,0.0,0.0,0.0,12.77,6.76,0.0
20201019:2111,0.0,0.0,0.0,12.57,7.1,0.0
20201019:2211,0.0,0.0,0.0,13.13,6.21,0.0
